-333.92 	-220.42 	-328.00 	-216.00 
-267.80 	-221.01 	-264.00 	-216.00 
-203.19 	-220.43 	-200.00 	-216.00 
-136.88 	-220.72 	-136.00 	-216.00 
-72.58 	-221.34 	-72.00 	-216.00 
-7.29 	-220.29 	-8.00 	-216.00 
58.30 	-221.42 	56.00 	-216.00 
123.97 	-221.60 	120.00 	-216.00 
188.20 	-219.84 	184.00 	-216.00 
254.16 	-220.61 	248.00 	-216.00 
320.23 	-221.74 	312.00 	-216.00 
-333.43 	-155.66 	-328.00 	-152.00 
-267.69 	-155.50 	-264.00 	-152.00 
-202.65 	-154.70 	-200.00 	-152.00 
-138.03 	-155.58 	-136.00 	-152.00 
-71.64 	-154.75 	-72.00 	-152.00 
-5.65 	-155.84 	-8.00 	-152.00 
59.21 	-156.09 	56.00 	-152.00 
124.26 	-155.30 	120.00 	-152.00 
189.54 	-155.48 	184.00 	-152.00 
254.03 	-155.23 	248.00 	-152.00 
319.63 	-155.95 	312.00 	-152.00 
-333.83 	-90.89 	-328.00 	-88.00 
-266.48 	-91.15 	-264.00 	-88.00 
-203.11 	-90.40 	-200.00 	-88.00 
-138.18 	-90.63 	-136.00 	-88.00 
-72.35 	-90.04 	-72.00 	-88.00 
-7.05 	-91.08 	-8.00 	-88.00 
58.89 	-91.18 	56.00 	-88.00 
124.02 	-90.17 	120.00 	-88.00 
188.66 	-90.51 	184.00 	-88.00 
253.95 	-89.78 	248.00 	-88.00 
319.12 	-90.33 	312.00 	-88.00 
-333.22 	-25.30 	-328.00 	-24.00 
-268.61 	-25.13 	-264.00 	-24.00 
-202.97 	-24.83 	-200.00 	-24.00 
-138.00 	-25.49 	-136.00 	-24.00 
-72.83 	-23.98 	-72.00 	-24.00 
-6.36 	-24.35 	-8.00 	-24.00 
58.35 	-24.22 	56.00 	-24.00 
123.38 	-25.21 	120.00 	-24.00 
188.63 	-25.56 	184.00 	-24.00 
254.33 	-24.33 	248.00 	-24.00 
319.72 	-24.56 	312.00 	-24.00 
-333.58 	39.87 	-328.00 	40.00 
-268.09 	39.51 	-264.00 	40.00 
-203.26 	39.87 	-200.00 	40.00 
-137.00 	39.82 	-136.00 	40.00 
-72.14 	40.48 	-72.00 	40.00 
-6.93 	40.62 	-8.00 	40.00 
58.02 	40.71 	56.00 	40.00 
122.45 	41.30 	120.00 	40.00 
189.25 	40.88 	184.00 	40.00 
255.11 	40.80 	248.00 	40.00 
319.10 	40.27 	312.00 	40.00 
-332.81 	105.72 	-328.00 	104.00 
-269.01 	104.97 	-264.00 	104.00 
-204.11 	104.40 	-200.00 	104.00 
-137.69 	104.82 	-136.00 	104.00 
-72.58 	106.20 	-72.00 	104.00 
-6.79 	105.80 	-8.00 	104.00 
58.73 	106.05 	56.00 	104.00 
123.75 	104.96 	120.00 	104.00 
188.88 	106.36 	184.00 	104.00 
253.82 	107.05 	248.00 	104.00 
320.11 	106.37 	312.00 	104.00 
-332.42 	170.86 	-328.00 	168.00 
-268.57 	169.90 	-264.00 	168.00 
-203.35 	169.37 	-200.00 	168.00 
-137.32 	170.03 	-136.00 	168.00 
-72.86 	170.92 	-72.00 	168.00 
-7.90 	170.49 	-8.00 	168.00 
58.17 	169.75 	56.00 	168.00 
124.71 	170.73 	120.00 	168.00 
188.97 	172.07 	184.00 	168.00 
254.52 	171.87 	248.00 	168.00 
319.92 	171.56 	312.00 	168.00 
